11/30/2022,-6.12,*,,STARBUCKS STORE
11/30/2022,-83.72,*,,NIKE SHOES
11/29/2022,-2.69,*,,7-ELEVEN
11/27/2022,-9.96,*,,UBER TRIP
11/27/2022,-19.99,*,,UBER TRIP
11/26/2022,-15.99,*,,SUSHI RESTAURANT
11/23/2022,-12.68,*,,PUNCH NEAPOLITAN PIZZA
11/20/2022,-9.69,*,,CHIPOTLE
11/19/2022,-4,*,,ACE HARDWARE
11/3/2022,-69.12,*,,REI CAMPING CENTER
11/3/2022,-73.57,*,,WM SUPERCENTER
11/2/2022,-35.01,*,,CENTRAL MARKET GROCERY
11/2/2022,-6.38,*,,7-ELEVEN
